	sentiment	rateContent
464	0	茶叶收到，味道不错。确是新茶，我已是多次光顾该店。给全5分。
465	0	很好，物有所值
466	0	已经很多次购买了?
467	0	自己喝，简易包装，经济实惠。
468	1	茶叶还不错，就是里面有石头让人很头疼。卫生状况不敢恭维。
469	1	一分价钱一分货吧
470	0	包装很好，无破损，很满意
471	0	还没来得及喝，但已喝了一起买的猴魁和二级龙井，相信不会差的
472	1	挺香的。不过铁罐后面被刮花了。。。
473	0	茶叶物有所值
474	0	质量不错，好评。
475	0	好，以后还会买
476	0	好评！以后买龙井还来。
477	0	很好喝的，本来打算购买70送茶杯的，客服贡羽推荐老茶树，不错，希望以后品质也不要变
478	0	味道不错
479	0	龙井茶还不错，这个价位的比较起来，可以
480	0	一般，比之前差，不香
481	0	第二次购买他家茶了，自己喝性价比超高，味道也可以。
482	0	还没喝，等喝了才评价
483	0	送老人家喝的，希望和我一样喜欢上卢正浩
484	0	好评
485	0	送人的 不过看着挺不错 很小巧 送的女老师 客服小雨很热情哈 么么哒
486	0	茶叶质量可以，有保证，属于再次购买 双十一期间购买，物流到挺快
487	1	姑且给好评吧，说实话，茶的口感一般，当时图便宜了，下次买龙井绝对奔200以上去
488	0	茶叶真的还不错，好评。
489	1	东西挺好，味道也纯正，就是包装简单了点。如果能改进下包装会更好的。 物流有点慢，其他都挺好。
490	0	很棒，物流超级快的
491	0	喜欢
492	0	已经是第二次买了，很好的茶叶，以后还会来。五星。
493	0	一直在这家买，老爸非常喜欢。
494	0	帮父母买的，不错！老顾客刻！
495	1	快递太差，快递太差，快递太差。
496	1	为啥我感觉我的茶梗很多呢。。运气这么不好吗？茶味还可以。
497	0	老客户了，喝了多年，还是不错的!
498	0	茶叶一般。和价格应该相当。好评吧
499	0	一直在喝，实惠
500	0	一分价钱一分货，相比而言卢正浩的茶叶还是不错的
501	0	价格实惠 好
502	0	店家东西不错，经常开光顾。
503	0	不错
504	1	这是双十一收到的第一个包裹，店家真是神速啊，茶叶一如既往的好，希望店家以后有更大的优惠~~~
505	0	很香，送的杯子不错
506	0	比起龙井茶香淡很多，白茶有点喝不惯。客服贡羽态度很好。
507	0	茶叶还不错，第三次买了
508	0	很好
509	0	茶叶不错，值这个价钱
510	0	旗灵服务不错哦，茶叶也很好，以后还买
511	0	挺好喝的
512	0	茶的话还可以，但喝惯庐山云雾觉得龙井味的太轻，基本满意，下次试试别的。
513	0	第一次买c包一级，喝了之后感觉还不错，满意。
514	0	货品很好，包装不错。促销优惠力度很大啊，值得推荐推荐。。。。
515	0	味道纯正、价格实惠。
516	0	还行，这样的价格算不错了，第二次买了
517	0	老客了，茶叶都是他家买
518	0	茶不错
519	1	如果是原价购买的话，这茶不值，茶香很淡，第三泡基本上就无味了
520	0	多次购买、老客户了，东西很好，实惠
521	1	买的这个不错，送的那个基本上是茶梗没法喝
522	0	茶叶是正品，包装也很给力，就是还没有喝，希望味道也不错哦
523	0	非常有诚信！！！
524	0	很好，老客户了。龙井就喝这家的
525	0	一如既往的好！已经买了很多次了
526	0	老公觉得不错你，说下次还你家买
527	1	一般般，比起白茶来逊色多了，碎，味道淡，不过好在量大
528	0	物流给力，茶很好的，5分。
529	0	特意喝了几杯再来评价，茶叶口感不错，很香,板栗香味！满意，五星好评！
530	0	还不错，对得起这个价位。
531	1	茶叶质量不错，卖家服务热情，值得信任的商家，中途快递出现点问题，卖家也给很快解决了
532	0	很不错的口粮茶，雨前新茶。已经买过。这次囤货，活动买一送一，划算。mx31
533	0	这款茶是买来到单位喝的，本就没想追求品质，毕竟价格摆在那里，还是可以接受的，茶叶这东西绝对是一分钱一分货，包装还是不错的
534	0	还可以
535	0	收到包裹打开看是想退货的以为是白茶，后面问了客服是绿茶，泡了一杯试试，果然没让我失望，挺好的，茶叶很嫩，吃都可以，口感很好，公司喝完了，会再来光顾！
536	0	不错，值，味道还行。
537	1	不如55元的白盒二级好喝。
538	0	香气诱人，包装典雅，一直购买这个品牌的龙井茶。
539	1	还没品尝，以后再说
540	0	尝试了下 味道不错 双十一真是特价啊 非常实惠
541	1	以收到了 还没喝 等喝了再追加评价
542	0	老爸挺满意 5分 谢谢送的杯子 下次还来
543	0	老买家，多次购买，喜欢，不多说了
544	0	包装不错，快递很快。茶还没喝&hellip;
545	0	茶形一般。口感还可以。这个价格没啥可挑剔的了。
546	1	味道还好，就是包装很有问题，很容易撒出来，希望改进。你们送的夹子是用来夹住包装口子的吧，送来的时候断成两截了，完全不能用。
547	0	包装很好，正品，香气四益，泡的荼好喝。 很季很好！！
548	0	宝贝不错哦，质量很好，很喜欢呢！
549	1	可惜等不到618，一直在你家买 喜欢
550	1	htdaeae xgfh
551	0	东西不哦 商家服务好
552	0	很香的茶叶，味道浓浓的扑鼻，不错哦，店家服务也很好，大?，祝生意兴隆！
553	0	性价比极高，工艺到位好茶。
554	0	茶叶不错  很好
555	0	我...老客户.店家...老牌子.全五分 发货很快且包装完好
556	0	喝过的口味地道的龙井。物有所值。多少年不变的选择。 比较好
557	0	东西很好！一直喝他们家的茶。 服务态度很好！！！
558	0	很好很强大
559	0	不好意思，确认晚了。茶叶很好，一如既往的支持。
560	1	挺好。到新疆都已经到了，然而我买的到重庆的还不来。
561	1	很好，虽然发错了货，但及时很好的处理了，服务不错
562	1	没有预期的好
563	1	包装倒是挺高大上的，可惜袋子一拆就失望了，外型不好不说，茶梗超多，碎叶也不少，泡了一下试试，香气很淡，口感一般。
564	0	好茶！
565	0	老顾客了，很给力，服务，商品都是没得说。
566	0	D包E包F包都各买了些，对比试试，看哪种可以做口粮茶，群众的眼睛是雪亮的，相信大众评价，以后希望茶叶就在您家定了，不用在网上瞎撞了?
567	0	味道还是比较好的 满意
568	0	味道不错，老公很喜欢，一直都是喝他们家的茶
569	0	好评！
570	0	多次购买了，值得信赖。
571	0	一如既往的好，谢谢赠送的杯子，鲜花饼
572	0	茶叶挺好喝的，还送了杯子，好
573	0	第二次买，不错，挺便宜的，上次喝着感觉很不错 好
574	0	包装很好 还送了小茶具 物流很快 卖家态度也好 送人的味道应该差不了
575	0	不止一次购了，下次活动短信告诉我！
576	0	帮朋友买的，说是很好
577	0	茶叶颜色较绿，应该是新茶！味道还行！五星好评！继续关注！
578	0	茶原产地，色、香、味纯正。满意
579	0	一贯的品质 很棒
580	1	准备父亲节送给老爸，不知道好不好，先给个好评吧！
581	0	拿到后马上泡了一杯，口感非常不错，太棒了，而且茶叶非常清香，给人的感觉就很舒服。 卖家的态度很好，包装也很好，品牌觉得信任。
582	0	不错
583	0	还没喝，不过相信卢正浩的品牌！好评！
584	0	第一次购买卢正浩家的龙井，希望能够满意
585	0	还没喝，喝了后再评吧。 对客服的服务很满意，给个赞！
586	1	茶叶不错，就是有点淡
587	0	很快，很不错，大赞
588	0	好香的
589	0	服务很好，感谢店家赠品。
590	1	还没喝
591	1	尝了一下味道还不错，不过盒子上生产日期没找到是怎么回事？
592	0	一如既往的好。
593	0	还可以
594	1	茶叶很一般，味道太淡。
595	0	很好 呵呵呵
596	0	不错，豆香味很浓，物超所值。
597	0	第一次双十一买茶叶，明年肯定继续，茶叶一如既往的稳定，这次都是买的中上等的明前茶，喝过后追平 包装一如既往的牢固
598	0	还没喝，不知道怎么样，包装还可以！
599	0	很多次购买了，东西不错啊！
600	1	没新茶好喝，过度一下吧。
601	0	茶很不错，很干净，香味浓郁，这个价位买到这样的茶已经是物超所值啦！以后还会继续关注！
602	0	有事评价晚了,茶叶味道很好,口感很淳正,是正品,包装很严实,价钱也便宜,超值 老板人很好,服务很周到,赞一个
603	1	茶叶稍微有点碎
604	0	还是那么好，味道特棒，一直在喝这种茶，超值！
605	0	茶叶和卖家说的一样好，货真价实，这样的价格很合算，以后还会光顾的。味道好质量好，包装不错 卖家的服务态度很好 发货很快
606	0	好的，送个杯子，值得购买
607	1	杯子和壶都好迷你啊，可爱哦！茶还没喝，期待
608	0	多次购买了
609	0	是好货，包装很精美，老板还送了小袋茶叶
610	0	帮人买的，还不错。
611	0	颜色、味道都不错，已光顾两次了。
612	1	买给老公的，应该还不错
613	0	喝着不错
614	0	不错！不错
615	0	东西不错
616	0	老顾客，好品质，好价格，一如既往！
617	0	服务态度超好！买茶还要选正规店家！
618	0	一直在喝，一如即往的好。
619	0	送人喝喝还不错哦
620	0	茶叶绝对物超所值，泡出来很完整，味道很香，领导很喜欢，优惠抢拍的，果断物超所值啊！！！！下回就选你们家了！服务态度也很好，发货速度那叫一个快，棒棒哒！！ 茶叶绝对物超所值，泡出来很完整，味道很香，领导很喜欢，优惠抢拍的，果断物超所值啊！！！！下回就选你们家了！服务态度也很好，发货速度那叫一个快，棒棒哒！！
621	0	买了多种茶叶，家人各有所爱！
622	1	还不错，比较清淡。
623	0	送人的，看着还行吧。
624	0	不错，一直有买
625	0	不错
626	0	味道不错~
627	0	商品质量很好，我很满意，发货非常及时，我很满意，商品非常好！
628	0	2015新茶，一如既往的这么好
629	1	300左右一斤的茶叶，确实是贵了，比不上本地150一斤的山茶，网购实在是醉了，人气刷的实在是好！
630	0	多次买，好！
631	0	很好我很喜欢
632	0	不错，味道棒棒哒
633	0	茶叶不错给家人买的，家人也比较满意
634	0	好喝
635	0	老客户了，所以非常信任你们的产品 服务非常好，尤其是慕青，这个店员真的很好，谢谢你
636	0	送朋友的，他说挺高大上，
637	0	老爸很喜欢~
638	1	还行吧，只能说是钱塘龙井，味道一般
639	0	茶叶很棒啊，味道很清香，有豆香味，茶汤也很透亮
640	0	不错，刚收到，喝了再来补
641	0	味道不错，很好吃
642	0	好喝
643	0	好喝，老爸说比他在杭州买的还好，各种好，绝对值，下次买点2级的
644	0	还行
645	0	茶叶不错和店家描述的一样
646	0	好喝，以后还来
647	0	老客户了，东西很好，不过春节后涨价了
648	0	茶叶很好，是正品，服务态度很好，
649	0	物流速度很快，我15号从淘抢购抢的，今天就收到货了，包装也挺好的。很满意，不知道口感怎么样，好的话我会追加评论的。
650	1	有点碎，不过香味挺不错！
